smiles_std,ALogp2,nAcid,nAromBond,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,SC-4,FMF,nHBAcc,nHBDon,HybRatio,Kier2,Kier3,khs.sLi,khs.ssBe,khs.ssBH,khs.sssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.dssC,khs.aasC,khs.aaaC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,nAtomP,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MLogP,nRotB,LipinskiFailures,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,TopoPSA,VAdjMat,WTPT-2,WTPT-3,WTPT-4,WTPT-5,XLogP,Zagreb
COc1cccc2cc([C@H](C)C(=O)O)ccc12,7.973281689999993,1.0,11.0,-0.1764989127742935,-0.0045426552620391,0.0026442987226081,0.0086375192109751,19.32340710662284,11.65354218063988,16.010029380934274,-0.4076218376250816,0.3915514899943715,4.268865179914876,9.978195972389075,0.0,0.0,1.0,7.0,3.0,1.0,0.0,0.0,0.5882352941176471,2.0,1.0,0.2142857142857142,5.76,2.879706152433425,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,0.1249999999999999,2.761373539028138,3.389991425156873,0.0,6.0465213964324045,6.120463943040977,0.0,0.0,0.4999999999999999,0.2499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,46.53,5.169925001442312,2.0051461800837838,7.580607967290982,7.580607967290982,0.0,2.844,86.0
COc1ccccc1,3.28914496,0.0,6.0,-0.0855345896607085,0.002172865660074,0.0075447199596096,0.0006869919271221,8.774469035540946,11.700613078822196,16.000452910597936,-0.4066309889517499,0.2956321582052811,4.650492830845771,7.423882324751212,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.1428571428571428,3.111111111111111,1.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.341230759999709,0.4999999999999999,0.0,6.083643418932058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.23,4.0,1.9615831826636247,2.761188404983744,2.761188404983744,0.0,1.937,34.0
COc1ccccc1N,1.1384890000000003,0.0,6.0,-0.0890799209367169,-0.0266305580464105,0.0456021426604897,-0.0151315553403277,10.134449336817427,11.69973673418535,16.000453617127825,-0.4049670573434606,0.326282856537696,4.78776965289709,8.063926169610829,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.1428571428571428,3.239669421487603,1.7041420118343196,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0162654963092297,0.8164965809277259,0.0,3.965406456500188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.25,4.169925001442312,1.9498808270810288,5.273677360597371,2.7600875584131077,2.513589802184264,1.12,40.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,4.821098489999998,0.0,12.0,-0.1270440047043174,-0.0243489333217556,0.0008440505375766,-0.1397663979384427,31.7200588187077,11.699087642170175,31.978753009243643,-0.3841843526500123,0.4118000110665313,3.805104121259933,10.790315383086876,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.3535533905932737,0.6190476190476191,3.0,1.0,0.0769230769230769,7.513007284079085,5.6055363321799305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.2495759747681023,0.8773826753016615,0.0,8.663041300244087,2.6207413942088964,0.0,0.0,1.1905507889761495,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.1999999999999999,0.0,2.01,5.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,106.92,5.459431618637297,1.990805069624601,22.00714290264078,12.736866634682452,6.02794468478203,2.635,106.0
C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,1.3973604099999977,0.0,6.0,-0.0828339790420125,-0.2358089223487877,0.0096038851295676,0.1181545796152347,23.934350843199827,11.692829649301382,16.005959760350407,-0.4227048764486844,0.4622856726836341,4.13175548496944,10.128393251080029,0.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,0.5714285714285714,7.0,2.0,0.25,8.585017835909632,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,0.0,1.395264720947082,1.906368585993873,0.0,5.410940356050315,4.190133451868675,0.0,0.0,0.0,0.0,0.0,0.25,1.327230961137577,0.0,1.6452997465928356,0.0,0.0,2.23,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,113.42999999999998,5.459431618637297,2.001727644120863,19.54263373253965,2.5203251913327107,17.02230854120695,1.9440000000000004,102.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,2.695507239999998,0.0,0.0,-0.1211406178428484,-0.2650551752788842,0.1444053512753871,0.0406800447386543,33.37438931674738,11.704030113171406,19.000139233355355,-0.4162084118776374,0.3748518149831532,4.610522843976814,12.855292685121352,0.0,0.0,0.0,5.0,1.0,4.0,5.0,0.3707908118985982,0.6071428571428571,5.0,3.0,0.7272727272727273,6.497686009255963,2.395124716553288,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.5436901865014462,5.518316351003365,5.616384888140059,4.069655060674348,7.098323376798651,5.851085878768621,11.125685095016234,2.406851949670727,1.642784601307477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,94.83,5.954196310386876,2.020088512107481,15.115391514626143,12.51575877053998,0.0,1.1380000000000012,168.0
C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,11.193039360000007,1.0,12.0,-0.3542252595172951,0.1043087048830611,-0.0635130322692715,-0.165946261530565,40.71974442237094,11.68295007098986,34.96938085730014,-0.392529346757308,0.4408726849355092,4.475288342495593,10.718122920380528,0.0,0.0,3.0,8.0,4.0,1.0,4.0,0.0,0.7142857142857143,7.0,3.0,0.25,9.871281773931855,5.389030612244898,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,0.0,0.9152565233750212,2.300046392528769,0.0,7.506304798800699,16.763642911392495,0.0,0.0,1.870715593571842,0.9572486291641958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,6.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,112.93000000000002,5.906890595608519,2.010731190770388,21.154217651722004,15.536657267830396,3.0454551959099674,1.93,146.0
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)C4C(CC[C@]3(O)C2)[C@@]2(O)CC[C@H](C3=CC(=O)OC3)[C@@]2(C)C[C@H]4O)[C@H](O)[C@H](O)[C@H]1O,4.713241000000014,0.0,0.0,-0.4692470166616089,-0.0568963707713353,-0.231274606565274,0.1624639383648811,50.29362842649135,11.729191568209565,16.014189715602413,-0.4228918525840746,0.4068553817145863,4.2398419848158735,13.477098357542994,0.0,0.0,1.0,1.0,1.0,5.0,14.0,0.3880497103308105,0.7073170731707317,12.0,8.0,0.896551724137931,10.533240997229916,4.292508917954816,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0769230769230769,3.103577820549042,4.483127799573366,1.5748015585007058,10.572860977790352,15.454903870619177,12.144833771266654,2.406851949670727,4.706243691613789,4.030021761178139,0.4315271869985911,0.0,0.0,0.0,0.0,0.0,0.0,3.33,4.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,206.6,6.523561956057013,2.042709677377308,32.119164869623816,32.119164869623816,0.0,-0.8080000000000005,244.0
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,4.713241000000014,0.0,0.0,-0.4692470166616089,-0.0568963707713354,-0.2312746065652741,0.1624639383648812,50.29362842649135,11.729191568209572,16.014189715602416,-0.4228918525840745,0.4068553817145866,4.239841984815881,13.477098357543,0.0,0.0,1.0,1.0,1.0,5.0,14.0,0.3880497103308105,0.7073170731707317,12.0,8.0,0.896551724137931,10.533240997229916,4.292508917954816,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0769230769230769,3.103577820549042,4.483127799573366,1.5748015585007058,10.572860977790352,15.454903870619177,12.144833771266654,2.406851949670727,4.706243691613789,4.030021761178139,0.4315271869985911,0.0,0.0,0.0,0.0,0.0,0.0,3.33,4.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,206.6,6.523561956057013,2.0427096773773097,32.119164869623816,32.119164869623816,0.0,-0.808,244.0
C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.8091002499999992,1.0,10.0,-0.1891021537303572,-0.0797263229413006,0.1557268039332301,-0.1625978682199629,23.40334801045228,11.676545870531744,16.01031939950029,-0.4052324320925801,0.4023857128723102,4.442088173414593,10.15491772874801,1.0,0.0,3.0,5.0,2.0,1.0,3.0,0.0,0.45,5.0,4.0,0.2857142857142857,7.319857312722949,4.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.7683234267440493,1.8002246990225068,0.0,6.0465213964324045,7.235214526027271,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.4082482904638631,0.0,0.1999999999999999,0.0,0.0,2.34,6.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,108.21,5.392317422778761,1.99119880301003,15.788755209498143,7.31457887902875,8.4741763304694,-1.573,100.0
C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,10.530024999999998,0.0,6.0,-0.2122805587503945,0.049452374722347,-0.1542237703626955,0.0998070708204178,26.87234517770473,11.682820504946136,16.01094324173588,-0.4007765328207539,0.4318883647784682,4.7443668708719215,10.458450438271525,0.0,0.0,1.0,7.0,2.0,1.0,7.0,0.0,0.782608695652174,5.0,2.0,0.4444444444444444,9.474609375,6.094182825484765,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,0.0,1.956094216287979,1.8648436491027405,0.0,12.676237634152535,6.897261835940313,0.0,0.0,0.9202893164613648,0.9709835434146468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,83.83,5.584962500721157,1.997060236304739,13.14342538776339,13.14342538776339,0.0,3.396,112.0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,2.695507239999998,0.0,0.0,-0.1211406178428484,-0.2650551752788842,0.1444053512753871,0.0406800447386543,33.37438931674738,11.704030113171406,19.000139233355355,-0.4162084118776374,0.3748518149831532,4.610522843976814,12.855292685121352,0.0,0.0,0.0,5.0,1.0,4.0,5.0,0.3707908118985982,0.6071428571428571,5.0,3.0,0.7272727272727273,6.497686009255963,2.395124716553288,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.5436901865014462,5.518316351003365,5.616384888140059,4.069655060674348,7.098323376798651,5.851085878768621,11.125685095016234,2.406851949670727,1.642784601307477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,94.83,5.954196310386876,2.020088512107481,15.115391514626143,12.51575877053998,0.0,1.1380000000000012,168.0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,9.618061689999983,0.0,0.0,-0.8195845646482911,0.0191874433662283,-0.1681090847623388,-0.1742803528035195,64.0680974620323,11.72916672621256,16.015972718298894,-0.4206198845802054,0.4072236519014119,4.234745047265626,12.892664684298314,0.0,0.0,1.0,1.0,1.0,9.0,22.0,0.3219752754296894,0.7962962962962963,13.0,5.0,0.926829268292683,15.55034722222222,7.347434599605733,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,1.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.8594890704097569,8.21610528403232,12.187565023452528,2.104827692590156,15.016244367526037,23.365622330090662,7.57508489445518,1.3103706971044482,1.1780697095530517,4.720718875384144,2.988257910939264,0.0,0.0,0.0,0.0,0.0,0.0,4.54,7.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,182.83,6.930737337562887,2.063160184789416,36.89150646045693,36.89150646045693,0.0,3.4150000000000005,314.0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,9.618061689999983,0.0,0.0,-0.8195845646482911,0.0191874433662283,-0.1681090847623388,-0.1742803528035195,64.0680974620323,11.72916672621256,16.015972718298894,-0.4206198845802054,0.4072236519014119,4.234745047265626,12.892664684298314,0.0,0.0,1.0,1.0,1.0,9.0,22.0,0.3219752754296894,0.7962962962962963,13.0,5.0,0.926829268292683,15.55034722222222,7.347434599605733,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,1.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.8594890704097569,8.21610528403232,12.187565023452528,2.104827692590156,15.016244367526037,23.365622330090662,7.57508489445518,1.3103706971044482,1.1780697095530517,4.720718875384144,2.988257910939264,0.0,0.0,0.0,0.0,0.0,0.0,4.54,7.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,182.83,6.930737337562887,2.063160184789416,36.89150646045693,36.89150646045693,0.0,3.4150000000000005,314.0
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.4249196899999947,0.0,0.0,-0.1161965159601129,-0.1932114739357437,0.0700110388841808,0.0207771604367065,29.87234517770473,11.704101576635852,16.008038501903265,-0.420863822600855,0.3699796535536941,4.532458644549145,12.843558535590295,0.0,0.0,0.0,5.0,1.0,3.0,6.0,0.3219752754296894,0.6538461538461539,5.0,3.0,0.7142857142857143,6.25,2.4860198911615687,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.1666666666666666,4.439191750381925,3.9971965059329175,2.3189837636060755,9.15236923260434,6.86643562625151,8.003868130077175,1.1052094495921163,1.642784601307477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,94.83,5.857980995127573,2.037393458018632,12.555494826861665,12.555494826861665,0.0,1.021,154.0
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.4249196899999947,0.0,0.0,-0.1161965159601129,-0.1932114739357437,0.0700110388841808,0.0207771604367065,29.87234517770473,11.704101576635852,16.008038501903265,-0.420863822600855,0.3699796535536941,4.532458644549145,12.843558535590295,0.0,0.0,0.0,5.0,1.0,3.0,6.0,0.3219752754296894,0.6538461538461539,5.0,3.0,0.7142857142857143,6.25,2.4860198911615687,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.1666666666666666,4.439191750381925,3.9971965059329175,2.3189837636060755,9.15236923260434,6.86643562625151,8.003868130077175,1.1052094495921163,1.642784601307477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,94.83,5.857980995127573,2.037393458018632,12.555494826861665,12.555494826861665,0.0,1.021,154.0
