smiles_std,ALogp2,nAcid,nAromBond,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,SC-4,FMF,nHBAcc,nHBDon,HybRatio,Kier2,Kier3,khs.sLi,khs.ssBe,khs.ssBH,khs.sssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.dssC,khs.aasC,khs.aaaC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,nAtomP,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MLogP,nRotB,LipinskiFailures,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,TopoPSA,VAdjMat,WTPT-2,WTPT-3,WTPT-4,WTPT-5,XLogP,Zagreb
C=CC#N,0.5508608399999999,0.0,0.0,-0.0246754563705604,-0.020829883415517,-0.0032704575366196,0.0,4.35998030127648,11.76316031296596,14.050081153992236,-0.4331369141478479,0.3476007541812988,3.515518583818164,5.412056912125593,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.4142135623730951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.79,2.584962500721156,1.717830085889911,2.310660171779821,0.0,2.310660171779821,0.3200000000000002,10.0
C=CC(=C)Cl,3.1815856900000017,0.0,0.0,-0.0081307044679455,-0.0044072596893191,-0.0001624408469492,0.0,12.71294990784878,11.734560591495992,34.96937978382829,-0.3170792441468853,0.2738792577428476,5.394992443961937,7.961332023757164,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.3333333333333333,1.4142135623730951,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7899999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.739360386416435,2.313052529585142,0.0,0.0,1.689,16.0
C=CC(=O)O,0.2187432899999999,1.0,0.0,-0.1066097532795631,0.010361997580662,-0.0023957960656866,0.0,6.548938071081892,11.76652154026928,16.009787079556233,-0.377290751268343,0.3995286668186526,3.464979817311951,5.625938103896467,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.25,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,3.0,1.739360386416435,4.626105059170284,4.626105059170284,0.0,0.212,16.0
C=CC(=O)OC,0.5165296899999994,0.0,0.0,-0.1978834080071021,0.09485524582286,-0.0385720105279089,0.0010858937877954,7.548938071081892,11.766569858109298,16.010023038594845,-0.3813305377387452,0.4000112720851332,3.783803794920826,5.970114268364432,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.25,3.2,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.25,1.1547005383792517,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,3.321928094887362,1.779308466033326,5.017663252224342,5.017663252224342,0.0,0.5329999999999999,20.0
C=CC(=O)OCC,1.1395562500000005,0.0,0.0,-0.18397363565766,0.0750105707681812,-0.0217447996998791,-0.0059406423412208,8.548938071081892,11.76656900958162,16.009870613252538,-0.3775166746240027,0.4002701973847198,3.942638888766851,6.20124069613769,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.4,4.166666666666667,3.84,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.1999999999999999,2.0,0.8164965809277259,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7899999999999998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,3.584962500721156,1.809339318322692,5.198627658495493,5.198627658495493,0.0,0.956,24.0
C=CC(=O)OCC(CC)CCCC,13.952466090000003,0.0,0.0,-0.1845593070026944,0.0773177518423653,-0.0247793797551178,-0.0034572976699054,14.548938071081892,11.766568243373118,16.00987379344217,-0.3770002472667285,0.4004166993604127,4.210171327758237,8.98521184307155,0.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.7272727272727273,8.591715976331361,7.100591715976331,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.4149132666831218,4.996348853767224,1.5981771308421011,0.0,5.2324496401603104,0.3333333333333333,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,4.584962500721156,1.8841732931820707,5.388177437725302,5.388177437725302,0.0,3.887,50.0
C=CC(=O)OCCCC,4.191846759999999,0.0,0.0,-0.184270479846102,0.0762014876823447,-0.0233153303826928,-0.0046557893674217,10.548938071081892,11.76656886270587,16.009871552865587,-0.377149273308371,0.4003181270321717,4.061609205877243,6.687142605785664,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.5714285714285714,6.125,5.877551020408164,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.1428571428571428,2.809664852122232,0.6324555320336759,0.0,2.701599969404812,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,4.0,1.8508353947003344,5.334350963198856,5.334350963198856,0.0,1.883,32.0
C=CC=O,0.2653280099999999,0.0,0.0,-0.0556201117390474,-0.0122001171813808,-0.0010367648742716,0.0,4.774469035540946,11.766805489421095,16.005933499625666,-0.3890734880871462,0.2743674540083587,3.213891913843532,5.378849317851146,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.4142135623730951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.07,2.584962500721156,1.717830085889911,2.310660171779821,2.310660171779821,0.0,0.293,10.0
C=CCO,0.0669774400000002,0.0,0.0,-0.0430506275710028,-0.0024956936427095,0.0004725975007321,0.0,4.774469035540946,11.76753013520731,15.997945073336094,-0.4194166396425578,0.1860901645024304,3.714466506865364,5.477150030761439,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.4142135623730951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.23,2.584962500721156,1.717830085889911,2.310660171779821,2.310660171779821,0.0,0.1159999999999999,10.0
C=CCOc1ccccc1OCC(O)CNC(C)C,4.983609759999991,0.0,6.0,-0.1933780166917844,-0.1986181971767112,0.2219348394241409,-0.0137607205628363,21.68338740789932,11.70022540459253,16.001789509049875,-0.4162966383572871,0.3524426354766611,5.061462496423696,8.963946504904019,1.0,0.0,1.0,7.0,0.0,5.0,2.0,0.0,0.3157894736842105,2.0,2.0,0.4666666666666667,9.833648393194707,7.3728,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.454280148208035,3.7823244816741206,2.6122446837563817,0.0,7.9930560763117375,1.7710301384923586,0.0,0.0,0.0,0.4714045207910317,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.67,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.72,5.247927513443585,1.961172293743228,11.467781099833584,8.596018169818425,2.8717629300151613,2.024,84.0
C=CCc1ccc(O)c(OC)c1,6.52342681,0.0,6.0,-0.103525605192621,-0.0580437722807319,0.0903032771157843,-0.0405659062338547,13.548938071081892,11.692698284439883,16.00092827415766,-0.4063564724132407,0.3534692633042834,4.853561317249635,8.917892743989979,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.2,4.888888888888889,2.7777777777777777,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,0.1428571428571428,2.8448590323312564,1.6688179349970051,0.0,4.556553777464422,1.6509636244473134,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.46,4.584962500721156,1.9522776681651093,5.304497096633204,5.304497096633204,0.0,2.556000000000001,54.0
C=CCc1ccccc1OCC(O)CNC(C)C,6.969072009999997,0.0,6.0,-0.1102941696613608,-0.1406754737913114,0.0629945926638875,0.0895712419964483,19.90891837235837,11.69302277241395,16.000463599326554,-0.416478726029192,0.3109722932673855,5.119121679355263,9.50736060039351,1.0,0.0,1.0,6.0,1.0,4.0,3.0,0.0,0.3333333333333333,2.0,2.0,0.4666666666666667,8.991735537190083,6.666666666666667,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.4814111366353723,4.012064506410195,2.778326635588418,0.0,8.837925069618473,1.7710301384923586,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.49,5.169925001442312,1.9586629459782832,8.44940071115045,5.577817873175209,2.871582837975237,2.8440000000000003,80.0
C=COC(C)=O,0.01108809,0.0,0.0,-0.1497240575524523,0.0409824801644065,-0.0115832205917225,-0.0046212611003712,7.548938071081892,11.788812063180838,16.009874346263633,-0.3728820359265115,0.3813272862418423,3.581926926951788,5.63603485591177,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.25,3.2,5.333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.25,1.1547005383792517,1.1547005383792517,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,3.321928094887362,1.7798629157231376,5.080776528297735,5.080776528297735,0.0,0.694,20.0
C=O,0.78163281,0.0,0.0,-0.0784795806602739,0.0,0.0,0.0,2.774469035540946,11.988991302004736,16.005923317995265,-0.394532110757527,0.1945529043609282,2.1249439634677643,2.696056036532237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.07,1.0,1.5,2.0,2.0,0.0,0.0209999999999999,2.0
CC#N,0.0019891599999999,0.0,0.0,-0.0162379679527549,-0.0351814183541907,0.0,0.0,3.3599803012764804,11.86539120700143,14.0501018258916,-0.443880501020806,0.3194193604820773,3.0862612328590764,4.193555663420465,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.79,2.0,1.638071187457698,2.2071067811865475,0.0,2.2071067811865475,0.031,6.0
CC(=O)/C=C/c1ccccc1,3.564921609999998,0.0,6.0,-0.0304692840861755,-0.0305662372319985,-0.00064869904722,-2.216194058102271e-05,11.774469035540946,11.688887727817502,16.00594673839757,-0.3888733147432249,0.316209817101009,4.261736773199155,8.857871249734634,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.5454545454545454,1.0,0.0,0.1,4.792899408284024,3.78698224852071,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,1.552997083161171,0.9999999999999998,0.0,9.563073857754226,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4.459431618637298,1.9580342953034109,2.38846170380142,2.38846170380142,0.0,2.171,48.0
CC(=O)C(Cl)(Cl)Cl,2.057216489999999,0.0,0.0,-0.0819427821552855,-0.1257865140412719,0.0690556822254079,0.0,30.91331875908729,11.846138992488484,34.9724334180427,-0.3760956299397166,0.4518676018470682,4.9393488986883245,10.541480293259202,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.2886751345948129,0.0,1.0,0.0,0.6666666666666666,1.851851851851852,2.6666666666666665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.4999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.07,3.584962500721156,1.7561507202189932,9.260362971081843,2.327350269189626,0.0,1.2950000000000002,30.0
CC(=O)C(Cl)Cl,0.8943484899999997,0.0,0.0,-0.0590423726298939,-0.1159700587765258,0.0552995650345884,0.0,22.20036885123851,11.846252961470936,34.970906575418255,-0.3823038006510512,0.3702247704419957,4.447726705471504,8.587324370089156,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,2.2222222222222223,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.4142135623730951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.07,3.321928094887362,1.7539409800204089,6.976067743425167,2.3253559144750566,0.0,0.8360000000000001,22.0
CC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,5.873352249999971,0.0,0.0,-0.0581139373384836,-0.1462988406730528,0.0416993256842394,0.0123194090088838,26.32340710662284,11.715052945177751,16.007351852201122,-0.4103054849342339,0.3490802030355233,4.756031290260824,12.551150898300566,0.0,0.0,0.0,3.0,1.0,3.0,8.0,0.3219752754296894,0.7083333333333334,3.0,1.0,0.8095238095238095,5.497283950617284,2.1980968858131487,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.520020955762976,6.223670913984212,4.609436381925604,3.1524323982955447,10.5026299094428,4.643316712339544,6.706373757284563,1.1052094495921163,0.4341268110716201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,54.37,5.754887502163469,2.0476722241320187,7.479134687826743,7.479134687826743,0.0,2.822,144.0
