run_id,model_id,split_method,fold_index,seed,n_train,n_test,feature_family,descriptor_backend,feature_dim,rmse,mae,r2,pearson_r,spearman_r
finalcheck_2607312337,waters_fragment_linear,target_stratified_10fold,2,42,469,52,waters_functional_groups,rdkit_smarts,10,0.9326088733362693,0.7503778464619023,0.3338278983935531,0.585253208199422,0.6082928017428488
finalcheck_2607312337,waters_fragment_linear,target_stratified_10fold,3,42,469,52,waters_functional_groups,rdkit_smarts,10,0.9712698022372231,0.775737550121112,0.1968072632046457,0.4455149097846061,0.49120225708362847
finalcheck_2607312337,waters_fragment_linear,target_stratified_10fold,4,42,469,52,waters_functional_groups,rdkit_smarts,10,1.0809874523260325,0.8848095647380063,0.18550437733314717,0.4352722737329449,0.4631292812678775
finalcheck_2607312337,waters_fragment_linear,target_stratified_10fold,5,42,469,52,waters_functional_groups,rdkit_smarts,10,0.9712375129509442,0.7830068958385319,0.20365309607660953,0.45404676458729043,0.48772417849333616
finalcheck_2607312337,waters_fragment_linear,target_stratified_10fold,6,42,469,52,waters_functional_groups,rdkit_smarts,10,0.9466551300967705,0.6724427235057864,0.371132911823539,0.6228256085401686,0.6881284417084544
finalcheck_2607312337,waters_fragment_linear,target_stratified_10fold,7,42,469,52,waters_functional_groups,rdkit_smarts,10,0.9698057464486423,0.7269719455485221,0.23605418775383047,0.4983908902250285,0.4847980402766056
finalcheck_2607312337,waters_fragment_linear,target_stratified_10fold,8,42,469,52,waters_functional_groups,rdkit_smarts,10,0.8363978574095137,0.6491964711583026,0.47037148857781064,0.7103753853510968,0.6924128077173048
finalcheck_2607312337,waters_fragment_linear,target_stratified_10fold,9,42,469,52,waters_functional_groups,rdkit_smarts,10,0.9502408992520768,0.7784299770770564,0.33560186870360276,0.5876916893912131,0.6153945015097309
finalcheck_2607312337,waters_fragment_linear,target_stratified_10fold,10,42,469,52,waters_functional_groups,rdkit_smarts,10,0.9826432464017111,0.7770540585512162,0.240805300451035,0.5025577044434684,0.6002092670681511
finalcheck_2607312337,zeng_svr_proxy,target_stratified_10fold,1,42,468,53,zeng_proxy_descriptors,rdkit_paper_proxy,3,0.81172016711402,0.5882420421764631,0.5497236660714595,0.7495070892312234,0.7738085663413791
finalcheck_2607312337,zeng_svr_proxy,target_stratified_10fold,2,42,469,52,zeng_proxy_descriptors,rdkit_paper_proxy,3,0.980230735035649,0.6049854730934571,0.2640573269562886,0.6283804907279383,0.6917954409630325
finalcheck_2607312337,zeng_svr_proxy,target_stratified_10fold,3,42,469,52,zeng_proxy_descriptors,rdkit_paper_proxy,3,0.6373025054834773,0.4521298342543939,0.6541950133588299,0.8191775261923574,0.8374138190556335
finalcheck_2607312337,zeng_svr_proxy,target_stratified_10fold,4,42,469,52,zeng_proxy_descriptors,rdkit_paper_proxy,3,1.2170580439958614,0.8204324658486144,-0.032452383316177835,0.4297883389815246,0.45667207376419355
finalcheck_2607312337,zeng_svr_proxy,target_stratified_10fold,5,42,469,52,zeng_proxy_descriptors,rdkit_paper_proxy,3,0.8260154018129182,0.5131325224547401,0.42399309456040213,0.6820635097802357,0.7433779430094005
finalcheck_2607312337,zeng_svr_proxy,target_stratified_10fold,6,42,469,52,zeng_proxy_descriptors,rdkit_paper_proxy,3,0.9314138421394432,0.5831409435989146,0.3912196069096241,0.6677922576018468,0.7749247616543957
finalcheck_2607312337,zeng_svr_proxy,target_stratified_10fold,7,42,469,52,zeng_proxy_descriptors,rdkit_paper_proxy,3,0.8161654031189521,0.5245785756991497,0.45893503824385085,0.6900402757480162,0.7485859428398327
finalcheck_2607312337,zeng_svr_proxy,target_stratified_10fold,8,42,469,52,zeng_proxy_descriptors,rdkit_paper_proxy,3,0.8268778944457965,0.5565432627975416,0.4823594420348757,0.7241164060235514,0.739520191240502
finalcheck_2607312337,zeng_svr_proxy,target_stratified_10fold,9,42,469,52,zeng_proxy_descriptors,rdkit_paper_proxy,3,0.8366926448113309,0.5712409706526125,0.4848984379934569,0.6987992201395394,0.7151760939167555
finalcheck_2607312337,zeng_svr_proxy,target_stratified_10fold,10,42,469,52,zeng_proxy_descriptors,rdkit_paper_proxy,3,0.7681202748820515,0.5405064959257047,0.5361048015549945,0.737116712263842,0.748996841116708
